sku,Name,Brand,Category,Wholesale,Retail,Description,Images,Length,Width,Height
EUR-01-0397,Kano Nine-Drawer Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,4115,11316,"Encased in a washed linen finish, this sideboard features a faux crocodile pattern across each drawer in a variegated white and cream finish with gold highlights, with brushed gold hardware. The case sits on decorative metal stands in Aztec gold.","EUR-01-0397-1,EUR-01-0397-4,EUR-01-0397-8","20""D","94.5""W","36.5""H"
EUR-04-0602,Pelo Cabinet,John Richard,Furniture > Living > Cabinets,2300,6325,"The Pelo Cabinet is finished in antique beluga. The three doors are inlaid in white leather, and they are decorated with nickel nailheads and white crystal geode handles. The case is mounted on acrylic legs.","EUR-04-0602-1,EUR-04-0602-3,EUR-04-0602-4,EUR-04-0602-5,EUR-04-0602-10,EUR-04-0602-11","21""D","56""W","37""H"
EUR-04-0607,Azure Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2770,7618,"The Azure Sideboard with six doors features a full-length wave pattern in brushed stainless steel. The case is inlaid in linen finished in beluga, and it is mounted on a stretchered base in brushed stainless steel.","EUR-04-0607-1,EUR-04-0607-3,EUR-04-0607-7,EUR-04-0607-8,EUR-04-0607-9,EUR-04-0607-10,EUR-04-0607-11,EUR-04-0607-12,EUR-04-0607-13","18.25""D","94.5""W","31.25""H"
EUR-04-0608,Parkstone Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2775,7631,"The Parkstone Sideboard has four doors featuring brush-patterned stainless steel door fronts, a case in silver leaf, and a white marble top. The case is set on a brushed stainless steel base.","EUR-04-0608-1,EUR-04-0608-3,EUR-04-0608-5,EUR-04-0608-7,EUR-04-0608-9,EUR-04-0608-10,EUR-04-0608-11,EUR-04-0608-12","18""D","66""W","35""H"
EUR-04-0614,Vologne Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2190,6022,"This sideboard features a case inlaid in linen with three center drawers and a single door on each end. The top and bottom drawers are fitted with push-latch drawer runners, while the center drawer, mounted on soft-closing runners, features a pair of decorative semicircular handles in a finish of crackled glass. Each door carries a matching handle. The entire piece is finished in white linen with a wash of gold leaf. The base and frame are in exotic gold.","EUR-04-0614-1,EUR-04-0614-3","20""D","66""W","32""H"
EUR-04-0615,Moder Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2745,7549,The case in quartered ash veneer is finished in beluga and sits on a steel base in a natural gold finish. The decorative cast handles in gold have a wash of pearlized acrylic resin.,"EUR-04-0615-1,EUR-04-0615-3,EUR-04-0615-6","20""D","84""W","35""H"
EUR-04-0620,Moder Cabinet,John Richard,Furniture > Living > Cabinets,1650,4538,The case in quartered ash veneer is finished in beluga and sits on a steel base in a natural gold finish. The decorative cast handles in gold have a wash of pearlized acrylic resin.,"EUR-04-0620-1,EUR-04-0620-3","20""D","48.5""W","35""H"
EUR-04-0622,Tesino Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2435,6696,"Set on a steel base in pewter silver, the four doors of this impressive sideboard feature a pattern of squares reducing in size as they increase in depth. A cast metal handle with a textured center pattern finished in whitewashed silver completes each door. The case and doors are finished in beluga with a pewter silver detail around the front.","EUR-04-0622-1,EUR-04-0622-2,EUR-04-0622-3,EUR-04-0622-4,EUR-04-0622-5,EUR-04-0622-7,EUR-04-0622-10,EUR-04-0622-11,EUR-04-0622-12","18.5""D","91""W","32""H"
EUR-04-0632,Meuse Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2350,6462,"Mounted on a stainless steel base, this five-door sideboard features reverse-painted glass doors with a random pattern of translucent white and distressed silver leaf.","EUR-04-0632-1,EUR-04-0632-3,EUR-04-0632-4","18""D","84""W","34.5""H"
EUR-04-0502,Montego Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2355,6476,"This sideboard in quartered ash veneer finished in antique beluga with a warm wash features double doors at each end with a single adjustable shelf behind. There are also three drawers center of each set of double doors. A cock bead molding in antique brass frames the woven-patterned door and drawer fronts, each mounted with a steel handle inlaid with oak. The case sits upon two steel bases also finished in antique brass.","EUR-04-0502-1,EUR-04-0502-3,EUR-04-0502-4,EUR-04-0502-5,EUR-04-0502-6,EUR-04-0502-10,EUR-04-0502-11","21""D","84""W","34""H"
EUR-04-0522,Aveley Cabinet,John Richard,Furniture > Living > Cabinets,1450,3988,A two-door cabinet inlaid in linen and finished in indigo batik sits atop four aluminum bracket feet. Acrylic and steel hardware finished in brass decorate each door.,"EUR-04-0522-1,EUR-04-0522-3","18""D","43""W","37""H"
EUR-04-0523,Shaye Rawson's Pavo Cabinet,John Richard,Furniture > Living > Cabinets,1475,4056,"This linen-inlaid, two-door cabinet is finished in indigo batik. An original work, Pavo, is reverse-printed on glass across the two doors. The case stands on four gilt metal legs","EUR-04-0523-1,EUR-04-0523-3","16.5""D","42.5""W","38""H"
EUR-04-0524,Pristine Cabinet,John Richard,Furniture > Living > Cabinets,2070,5692,"This five-door cabinet features three compartments. The case is in tiza gesso, and the doors alternate in tiza gesso, pewter, and antique beluga. The interior is finished in antique beluga.","EUR-04-0524-1,EUR-04-0524-3,EUR-04-0524-4,EUR-04-0524-5,EUR-04-0524-6,EUR-04-0524-7,EUR-04-0524-10","20""D","72""W","35""H"
EUR-04-0531,Inaka Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2070,5692,This sideboard features an original work of Oriental art printed on rice paper and inlaid across the four doors. The cabinet is in oak and finished in grey driftwood. The steel frame feet and handles are finished in silver white.,"EUR-04-0531-1,EUR-04-0531-3,EUR-04-0531-4,EUR-04-0531-5,EUR-04-0531-6,EUR-04-0531-10,EUR-04-0531-11","20""D","72.5""W","33""H"
EUR-04-0539,Solstice Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,1750,4813,"The Solstice Sideboard features a detail from the original work printed on burlap across the five door fronts. The case is inlaid and finished in white linen, and an inwardly chamfered molding in Mayan gold frames the printed front. The cabinet stands on four aluminum bracket feet finished in Mayan gold.","EUR-04-0539-1,EUR-04-0539-3,EUR-04-0539-4,EUR-04-0539-6,EUR-04-0539-10","18.5""D","60""W","31""H"
EUR-04-0544,Castellane Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2820,7755,An impressive four-door sideboard is in beluga. Reeded molding in pewter silver frames intricately patterned doors finished in a combination of beluga and silver. The case sits upon pewter silver bracket feet.,"EUR-04-0544-1,EUR-04-0544-3","18""D","90""W","38""H"
EUR-04-0549,Kiro Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,3320,9130,"This sideboard features a twin set of double doors with a central bank of three drawers. The case is inlaid in white linen, and a cock bead molding in silver white frames the inset piazza doors and drawer fronts, each mounted with a brushed stainless steel and acrylic bar pull. The case sits on a pair of brushed steel bases.","EUR-04-0549-1,EUR-04-0549-3,EUR-04-0549-4,EUR-04-0549-6,EUR-04-0549-7,EUR-04-0549-10,EUR-04-0549-11,EUR-04-0549-12,EUR-04-0549-13","22""D","84""W","37""H"
EUR-04-0557,Radiance Cabinet,John Richard,Furniture > Living > Cabinets,1500,4125,"This two-door cabinet features a dreamy abstract starburst pattern in pearlescent colors, with the case finished in beluga white pearl. The front edge molding and steel legs are in brushed brass.","EUR-04-0557-1,EUR-04-0557-3,EUR-04-0557-4,EUR-04-0557-5,EUR-04-0557-10,EUR-04-0557-11","18""D","42.5""W","38""H"
EUR-04-0558,Skyscape Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2245,6174,"This four-door sideboard features artwork landscaped across the linen door fronts. The case is also wrapped in linen, finished in indigo batik, and sits upon a steel base in a brushed brass finish. Two small finger pulls in brushed brass are fitted to the center doors.","EUR-04-0558-1,EUR-04-0558-3,EUR-04-0558-4,EUR-04-0558-10,EUR-04-0558-11","21""D","84""W","35""H"
EUR-04-0562,Belgrave Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,3005,8264,"The stepped and gently chamfered frame of this sideboard borders the four doors in tiza gesso. The case is in ash veneer finished in brushed brass, with a dark glaze on the inner step accentuating the door fronts. Oversized crystal handles are centered on each door. The case is mounted on heavy steel, Y-shaped legs finished to complement the inner step.","EUR-04-0562-1,EUR-04-0562-3,EUR-04-0562-5,EUR-04-0562-7,EUR-04-0562-8,EUR-04-0562-9,EUR-04-0562-10","23""D","84""W","36""H"
EUR-04-0564,Greys Credenza,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2125,5844,"The piazza case of this credenza sits on a metal stand in a textured finish in silver white. The door and drawer fronts feature a woven pattern in a grey ombré effect, from dark grey to beluga white. Simple bar pulls in a textured finish in silver white.","EUR-04-0564-1,EUR-04-0564-3,EUR-04-0564-4,EUR-04-0564-5,EUR-04-0564-7,EUR-04-0564-10,EUR-04-0564-11,EUR-04-0564-12","22""D","76""W","35""H"
EUR-04-0569,Déjà Vu Credenza,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2380,6545,"Veneered in ash and finished in antique beluga, the front of this impressive credenza features individual prints of an exotic crotch veneer. Glazing is applied by hand before a final clear lacquer. The case is set on a steel base in a brushed brass finish, with a front molding to match.","EUR-04-0569-1,EUR-04-0569-3,EUR-04-0569-5,EUR-04-0569-7,EUR-04-0569-8,EUR-04-0569-10,EUR-04-0569-11,EUR-04-0569-12","22""D","89""W","34""H"
EUR-04-0573,Duet Cabinet,John Richard,Furniture > Living > Cabinets,1130,3108,"The front of this two-door cabinet features a mirrored print of an exotic crotch veneer in black and white, framed in a chamfered molding of brushed brass. The case is finished in beluga white. It is set on a steel base in brushed brass, with finger pulls to match.","EUR-04-0573-1,EUR-04-0573-3,EUR-04-0573-4,EUR-04-0573-5,EUR-04-0573-6,EUR-04-0573-10,EUR-04-0573-11","17""D","42.5""W","37""H"
EUR-04-0577,Gironde Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2215,6091,This modern sideboard in a white finish with a hint of grey sits on a steel base in pewter silver. The four door fronts are inlaid in a resin pattern of molten silver with a light whitewash.,"EUR-04-0577-1,EUR-04-0577-3,EUR-04-0577-4,EUR-04-0577-7,EUR-04-0577-10,EUR-04-0577-11","20.5""D","84""W","35""H"
EUR-04-0581,Ignea Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2140,5885,"This modern, five-door sideboard features a case in smoked, figured eucalyptus veneer mounted on a pair of steel bases in dark bronze. The door fronts carry a resin pattern of molten silver in a patinated finish.","EUR-04-0581-1,EUR-04-0581-3,EUR-04-0581-4,EUR-04-0581-5,EUR-04-0581-6,EUR-04-0581-10,EUR-04-0581-11,EUR-04-0581-12","18""D","95""W","31""H"
EUR-04-0582,Audley Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,3110,8553,"The Audley Sideboard in American white oak features center storage between two columns of three drawers each. The case is finished in driftwood and set on a base in brushed stainless steel. The entire front is finished in Truro silver leaf over a raised, textured pattern.","EUR-04-0582-1,EUR-04-0582-3,EUR-04-0582-4,EUR-04-0582-5,EUR-04-0582-7,EUR-04-0582-10,EUR-04-0582-11","18""D","94.5""W","35""H"
EUR-04-0586,Rimini Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,1955,5376,"This four-door sideboard features central storage behind double doors, flanked by two single-spaced, curved outer doors. The top and steel base are in Mayan gold, with a central frieze of Truro gold over a raised, textured pattern on the doors.","EUR-04-0586-1,EUR-04-0586-3,EUR-04-0586-4,EUR-04-0586-6,EUR-04-0586-7,EUR-04-0586-10,EUR-04-0586-11","18""D","82""W","36""H"
EUR-04-0598,Shaye Rawson's Spring Rain Commode,John Richard,Furniture > Living > Cabinets,1410,3878,"This commode features reverse-printed glass panels of Spring Rain, an image by artist Shaye Rawson, on its two doors. The case is finished in pewter silver and sits on four bracket legs.","EUR-04-0598-1,EUR-04-0598-4,EUR-04-0598-5,EUR-04-0598-10,EUR-04-0598-11","16""D","42""W","37""H"
EUR-04-0599,Shaye Rawson's Spring Rain Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2745,7549,"Pewter silver moldings frame reverse-printed glass panels of Spring Rain, an image by artist Shaye Rawson, that run across the face, sides, and plinth of this statement piece. The top is in three panels of modern mirror, and the steel base is in pewter silver.","EUR-04-0599-1,EUR-04-0599-3","19""D","88""W","39""H"
EUR-04-0437,Zulu Stepped Cabinet,John Richard,Furniture > Living > Cabinets,3955,10876,"The center section of this cabinet features two linen-faced drawers, an open display area with shelving, a modern mirrored back, and touch-lighting. The two outside cupboards are set back and have linen-faced doors. Stainless steel handles are fitted to the doors and drawers. The entire cabinet is supported by a stainless steel frame.","EUR-04-0437-1,EUR-04-0437-3","19""D","60""W","84""H"
EUR-04-0449,Honeycomb Credenza,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2225,6119,"The top and sides of this credenza have inset black glass panels with gold framing, while the doors, also in black glass, have a reverse-painted stylized honeycomb pattern using different shades of gold to add contrast and texture. The steel base is also finished in gold.","EUR-04-0449-1,EUR-04-0449-3,EUR-04-0449-4,EUR-04-0449-6,EUR-04-0449-10,EUR-04-0449-11","20.25""D","84""W","35""H"
EUR-04-0485,Perth Sideboard,John Richard,Furniture > Dining > Credenzas Sideboards & Buffets,2355,6476,This grey oak sideboard has six drawers and two center doors with reeded fronts finished in antique beluga. The doors and drawers are accented with silvered hardware.,"EUR-04-0485-1,EUR-04-0485-3,EUR-04-0485-4,EUR-04-0485-5,EUR-04-0485-7,EUR-04-0485-8,EUR-04-0485-10,EUR-04-0485-11,EUR-04-0485-12,EUR-04-0485-13","18.5""D","84""W","30""H"
EUR-04-0487,Austin A. James' River Three-Door Cabinet,John Richard,Furniture > Living > Cabinets,1800,4950,"This three-door cabinet in light grey features a giclée of Soft Blue River by Austin A. James across the doors, each with push-latch mechanisms. The metal legs are in a matching light grey finish. The cabinet interior is divided into one single and one double space.","EUR-04-0487-1,EUR-04-0487-3","16""D","74""W","37""H"
EUR-01-0402,Cefalu Three-Drawer Chest,John Richard,Furniture > Bedroom > Chests,2065,5679,"This modern, three-drawer chest is finished in burnished pewter linen, with a two-tone finish of brushed gold and champagne trim. Each drawer features a cast metal handle with a textured design.","EUR-01-0402-1,EUR-01-0402-3,EUR-01-0402-5,EUR-01-0402-6,EUR-01-0402-8","21.5""D","48""W","38.5""H"
