sku,Name,Brand,Categories,WS Price,IMAP Rate ,IMAP Price,Description,Images,Length,Width,Height
AJC-8871,John Richard Natural Selenite Single-Light Wall Sconce,John Richard,Lighting > Wall Sconces,415,2.00,830,"20""H X 4.75""W X 7""D Natural selenite crystal wands make up the stunning illluminated shade of this silver-leaf sconce. Shade: 4.5"" X 4.5"" X 12.5"", White, Selenite. 60 Watt Max, 1 Type B Bulb, TTM: 6"", Backplate: 11.5"" X 4.75"" X 1"", Direct Wire Only Disclaimer: Selenite is a natural crystalline material with wide decorative appeal. By its sheer nature, imperfections such as other mineral deposits, which may appear as colored sections or varying crystalline structure, are not only expected, but indeed add to the beauty of the piece. The softness of selenite may result in separation of sections of crystal, which can be reattached with the use of a clear adhesive.

Dimensions: 20""H X 4.75""W X 7""D
Product Weight: 6.8
Package Weight: 10.5",AJC-8871-1,4.75,7,20
AJC-8987,John Richard Calcite Panel Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,320,2.00,640,"14.5""H X 10""W X 4.5""D A two-light, Art Deco-inspired wall sconce with calcite panels framed in gold leaf. Candelabra Base, 60 Watt Max, 2 Type B Bulbs, TTM: 4.5"", Backplate: 10.75"" X 5.25"" X 1"", Direct Wire Only

Dimensions: 14.5""H X 10""W X 4.5""D
Product Weight: 4.95
Package Weight: 6.4",AJC-8987-1,10,4.5,14.5
AJC-8985,John Richard Calcite Panel Twenty-Light Pendant,John Richard,Lighting > Pendants,3965,2.00,7930,"26""H X 60""W X 30.5""D A twenty-light, Art Deco-inspired pendant with calcite panels framed in gold leaf. Expandable: Includes two 6"" and six 12"" extension rods. 60 Watt Max, 20 Type B Bulbs, Canopy: 16"" X 5"" X 1""

Dimensions: 26""H X 60""W X 30.5""D
Product Weight: 79.6
Package Weight: 98.5",AJC-8985-1,60,30.5,26
AJC-8984,John Richard Calcite Panel Six-Light Semiflush,John Richard,Lighting > Semi-Flush,1070,2.00,2140,"9""H X 20""D A six-light, Art Deco-inspired semiflush featuring calcite panels framed in gold leaf. 60 Watt Max, 6 Type B Bulbs, Canopy: 6""

Dimensions: 9""H X 20""W X 20""D
Product Weight: 18.1
Package Weight: 23.05",AJC-8984-1,20,20,9
AJC-8680,John Richard Paris Eight-Light Chandelier,John Richard,Lighting > Chandeliers,2000,2.00,4000,"34""H X 34""D This chandelier is finished in gold leaf and has amber crystal beading over the entire body, as well as amber glass and crystal accents. Candelabra Base, 60 Watt Max, 8 Type B Bulbs, Canopy: 6.5"", Chain: 10' Disclaimer: Available only as shown in gold-leaf finish.

Dimensions: 34""H X 34""W X 34""D
Product Weight: 43
Package Weight: 59",AJC-8680-1,34,34,34
AJC-8877,John Richard Gold-Leaf and Crystal Chandelier,John Richard,Lighting > Chandeliers,1830,2.00,3660,"48""H X 37.5""D A graceful eight-light chandelier in a gold-leaf finish that has tapered candles and is adorned with polished, smooth crystal drops. Candelabra Base, 60 Watt Max, 8 Type B Bulbs, Canopy: 5"", Chain: 13'

Dimensions: 48""H X 37.5""W X 37.5""D
Product Weight: 29.05
Package Weight: 51.85",AJC-8877-1,37.5,37.5,48
AJC-8925,John Richard Mid-Century Sixteen-Light Chandelier,John Richard,Lighting > Chandeliers,2620,2.00,5240,"35""H X 42.5""D Mid-century sixteen-light chandelier in black and antique brass. Candelabra Base, 60 Watt Max, 16 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 35""H X 42.5""W X 42.5""D
Product Weight: 28.7
Package Weight: 70.95",AJC-8925-1,42.5,42.5,35
AJC-8743,John Richard Antique Parisian Silver Nine-Light Chandelier,John Richard,Lighting > Chandeliers,1315,2.00,2630,"36""H X 40""D Shade: 40"" X 40"" X 15.75"", Champagne, Sheer Voile. Candelabra Base, 60 Watt Max, 9 Type B Bulbs, Canopy: 6"", Chain: 10' Disclaimer: Available only as shown in Antique Parisian Silver finish.

Dimensions: 36""H X 40""W X 40""D
Product Weight: 36
Package Weight: 42",AJC-8743-1,40,40,36
AJC-9015,John Richard Starburst Pendant,John Richard,Lighting > Pendants,2695,2.00,5390,"24""H X 40""W X 26""D An antique brass starburst pendant. Candelabra Base, 25 Watt Max, 45 Type B Bulbs, Canopy: 5"", Chain: 10'

Dimensions: 24""H X 40""W X 26""D
Product Weight: 35
Package Weight: 46",AJC-9015-1,40,26,24
AJC-8772,John Richard Sixteen-Light Halogen Chandelier,John Richard,Lighting > Chandeliers,2270,2.00,4540,"38""H X 50""D  This chandelier is finished in antique gold and has polished rock crystals that look like blooming flower buds.  Includes sixteen 10 Watt Halogen Bulbs.  12 Volt AC, Dimmable, Canopy:  7"", Chain:  10'  Disclaimer:  Available only as shown in Antique Gold finish.  Disclaimer:  Not available for foreign wiring due to halogen.

Dimensions: 38""H X 50""W X 50""D
Product Weight: 85
Package Weight: 97","AJC-8772-1, AJC-8772-2",50,50,38
AJC-9022,John Richard Ribbons of Silver Eight-Light Pendant with Fan,John Richard,Lighting > Pendants,1420,2.00,2840,"34.5""H X 36""D Ribbons of silver encase this eight-light pendant with a remote control fan. Remote control included. Includes eight pieces of 15.5"" decorative chain. Eight LED Bulbs included. Candelabra Base, 12 Volts, 4 Watt LED only, Dimmable, Canopy: 3""

Dimensions: 34.5""H X 36""W X 36""D
Product Weight: 33
Package Weight: 50",AJC-9022-1,36,36,34.5
AJC-8824,John Richard Beaded Crystal Six-Light Semiflush,John Richard,Lighting > Semi-Flush,755,2.00,1510,"12""H X 25""D A transitional, antique silver semiflush with hand-beaded crystals. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 5""

Dimensions: 12""H X 25""W X 25""D
Product Weight: 24.23
Package Weight: 31.21",AJC-8824-1,25,25,12
AJC-8955,John Richard Sculptural Alabaster and Brass Six-Light Chandelier,John Richard,Lighting > Chandeliers,2105,2.00,4210,"26""H X 38""D A modern and sculptural six-light chandelier with alabaster arms and body and a coffee bronze finish. Candelabra Base, 60 Watt Max, 6 Type B Bulbs, Canopy: 6"", Chain: 10'

Dimensions: 26""H X 38""W X 38""D
Product Weight: 64.5
Package Weight: 80.5",AJC-8955-1,38,38,26
AJC-8740,John Richard Three-Light Wall Sconce,John Richard,Lighting > Wall Sconces,810,2.00,1620,"61""H X 19""W X 12""D This sconce is made of solid brass that is designed to look like banded reeds. Shade: (15.5"" X 8.5"") X (19"" X 8.5"") X 8"", Natural Eggshell, Silk and Linen. Candelabra Base, 60 Watt Max, 3 Type B Bulbs, TTM: 27"", Direct Wire Only Disclaimer: Available only as shown in Honey Brass finish. Disclaimer: Not available for foreign wiring due to candle sleeve.

Dimensions: 61""H X 19""W X 12""D
Product Weight: 13.2
Package Weight: 19.7","AJC-8740-1, AJC-8740-2",19,12,61
AJC-8742,John Richard Two-Light Wall Sconce,John Richard,Lighting > Wall Sconces,355,2.00,710,"38""H X 16""W X 8""D Shade: (16"" X 7"") X (16"" X 7"") X 9"", Off White, Linen. Candelabra Base, 60 Watt Max, 2 Type B Bulbs, TTM: 5.25"", Direct Wire Only Disclaimer: Available only as shown in Antique Venetian Silver finish. Disclaimer: Foreign wiring only available for Australia and Europe.

Dimensions: 38""H X 16""W X 8""D
Product Weight: 4.9
Package Weight: 12.3",AJC-8742-1,16,8,38
AJC-9023,John Richard Handblown Glass Hanging Pendant,John Richard,Lighting > Pendants,440,2.00,880,"24.5""H X 5""D A hanging pendant with rippled, handblown glass, brushed nickel accents, and a vintage Edison bulb. Includes a 10' adjustable cord and a T9 Long Spiral Edison Bulb. 40 Watt Max, Canopy: 7""

Dimensions: 24.5""H X 5""W X 5""D
Product Weight: 13.55
Package Weight: 19",AJC-9023-1,5,5,24.5
JRA-10580,John Richard Small Calcite Pedestal,John Richard,Accessories > Pedestals,610,2.00,1220,"36""H X 11""W X 11""D An accent table with a calcite top and an antique brass pedestal.

Dimensions: 36""H X 11""W X 11""D
Product Weight: 28
Package Weight: 8.2",JRA-10580-1,11,11,36
JRA-10579,John Richard Tall Calcite Pedestal,John Richard,Accessories > Pedestals,655,2.00,1310,"43""H X 11""W X 11""D An accent table with a calcite top and an antique brass pedestal.

Dimensions: 43""H X 11""W X 11""D
Product Weight: 30.8
Package Weight: 36.9",JRA-10579-1,11,11,43
JRA-10627,John Richard Crystal Martini Table,John Richard,Tables > Occasional Tables,575,2.00,1150,"19""H X 12""W X 12""D Varying cubes of crystal make up this martini table.

Dimensions: 19""H X 12""W X 12""D
Product Weight: 42
Package Weight: 46.1",JRA-10627-1,12,12,19
JRA-10450,John Richard Crystal Martini Side Table,John Richard,Tables > Occasional Tables,930,2.00,1860,"21""H X 12""D An intersecting crystal martini side table.

Dimensions: 21""H X 12""W X 12""D
Product Weight: 60.8
Package Weight: 64.1",JRA-10450-1,12,12,21
JRA-10713,John Richard Geometric Martini Table,John Richard,Tables > Occasional Tables,470,2.00,940,"23""H X 12.5""W X 12.5""D A geometric martini table with an antique brass finish and an acrylic top.

Dimensions: 23""H X 12.5""W X 12.5""D
Product Weight: 15.6
Package Weight: 19.1",JRA-10713-1,12.5,12.5,23
JRA-10756,John Richard Brass and Marble Martini Table,John Richard,Tables > Occasional Tables,345,2.00,690,"22.25""H X 12""D A clean and contemporary martini table with a brass center and a white marble top and base.

Dimensions: 22.25""H X 12""W X 12""D
Product Weight: 28
Package Weight: 31.2",JRA-10756-1,12,12,22.25
JRA-10139,John Richard Black Oxidized and Gold Accent Table,John Richard,Tables > Occasional Tables,255,2.00,510,"22""H X 15""D A sleek and modern accent table with a polished gold top and black oxidized legs.

Dimensions: 22""H X 15""W X 15""D
Product Weight: 15
Package Weight: 20.6",JRA-10139-1,15,15,22
JRB-3734W,John Richard Evening White,John Richard,Accessories > Silk Flowers,265,2.00,530,"33""H X 34""W X 15""D A glossy wood base with a trio of slender vases filled with phalaenopsis orchids in faux water.

Dimensions: 33""H X 34""W X 15""D
Product Weight: 12","JRB-3734W-1, JRB-3734W-2",34,15,33
JRB-3946W,John Richard Floating Orchids,John Richard,Accessories > Silk Flowers,330,2.00,660,"7""H X 41""W X 7""D White phalaenopsis orchids on a bed of natural white rolled marble in faux water.

Dimensions: 7""H X 41""W X 7""D
Product Weight: 26",JRB-3946W-1,41,7,7
JRB-3437,John Richard Armature Orchids,John Richard,Accessories > Silk Flowers,275,2.00,550,"29""H X 38""W X 21""D Bamboo armature supporting large white phalaenopsis orchids in a rectangular cement container.

Dimensions: 29""H X 38""W X 21""D
Product Weight: 19
Package Weight: 27",JRB-3437-1,38,21,29
JRB-3555W,John Richard Perfection,John Richard,Accessories > Silk Flowers,180,2.00,360,"9""H X 12""W X 9""D A cylinder vase filled with white Annabelle hydrangeas, peonies, and roses in faux water.

Dimensions: 9""H X 12""W X 9""D
Product Weight: 3
Package Weight: 6",JRB-3555W-1,12,9,9
JRB-3517W,John Richard Towering Dendrobiums,John Richard,Accessories > Silk Flowers,275,2.00,550,"34""H X 30""W X 26""D A tall and slender concave glass vase filled with an umbrella of dendrobium orchids.

Dimensions: 34""H X 30""W X 26""D
Product Weight: 9
Package Weight: 16",JRB-3517W-1,30,26,34
JRB-3819,John Richard Wild Orchids,John Richard,Accessories > Silk Flowers,330,2.00,660,"36""H X 47""D A mirrored bowl filled with foliage, amaryllis leaves, white orchids, and mood moss.

Dimensions: 36""H X 47""W X 47""D
Product Weight: 11",JRB-3819-1,47,47,36
JRB-3850,John Richard Foxtail Forest,John Richard,Accessories > Silk Flowers,675,2.00,1350,"68""H X 52""D Amaryllis foliage, foxtail lilies, and natural grass in a white metal vase and gold-leaf stand.

Dimensions: 68""H X 52""W X 52""D
Product Weight: 18",JRB-3850-1,52,52,68
JRB-3849,John Richard Mid-Century Palms,John Richard,Accessories > Silk Trees,945,2.00,1890,"83""H X 53""D Natural preserved date palms in a transitional white metal vase and gold-leaf stand. Disclaimer: Requires a controlled atmosphere to maintain natural product.

Dimensions: 83""H X 53""W X 53""D
Product Weight: 18",JRB-3849-1,53,53,83
JRB-2774,John Richard Mirrored Elegance,John Richard,Accessories > Silk Flowers,740,2.00,1480,"63""H X 47""D A classic urn with apple blossoms, fluffy cone hydrangeas, snowballs, and nandinas.

Dimensions: 63""H X 47""W X 47""D
Product Weight: 40
Package Weight: 56",JRB-2774-1,47,47,63
JRB-2502W,John Richard Water Lilies II,John Richard,Accessories > Silk Flowers,245,2.00,490,"11""H X 29""W X 8""D Three rectangular vases on a black wooden base with sunset orange lilies resting on natural bamboo in faux water.

Dimensions: 11""H X 29""W X 8""D
Product Weight: 10
Package Weight: 15","JRB-2502W-1, JRB-2502W-2",29,8,11
JRB-2843W,John Richard Fiesta,John Richard,Accessories > Silk Flowers,180,2.00,360,"11""H X 18""W X 11""D A bouquet of color with tulips, peonies, snowballs, and freesias in a cube-style vase and faux water.

Dimensions: 11""H X 18""W X 11""D
Product Weight: 8
Package Weight: 13",JRB-2843W-1,18,11,11
JRB-3378W,John Richard Lazy Vandas,John Richard,Accessories > Silk Flowers,215,2.00,430,"9""H X 20""W X 13""D Fuchsia vanda orchids lying on a curled bundle of natural wood in faux water. Each design will be uniquely different because the wood bundles are natural and grow in different shapes.

Dimensions: 9""H X 20""W X 13""D
Product Weight: 6
Package Weight: 12",JRB-3378W-1,20,13,9
JRB-3363,John Richard Fiddle-Leaf Fig Tree I,John Richard,Accessories > Silk Trees,590,2.00,1180,"90""H X 57""D A fiddle-leaf fig tree in an alfredo planter.

Dimensions: 90""H X 57""W X 57""D
Product Weight: 75
Package Weight: 102",JRB-3363-1,57,57,90
JRB-3091,John Richard Two Maples,John Richard,Accessories > Silk Trees,1080,2.00,2160,"96""H X 54""W X 48""D Natural-looking maple trees planted in a Tuscan pottery pot.

Dimensions: 96""H X 54""W X 48""D
Product Weight: 120
Package Weight: 165",JRB-3091-1,54,48,96
JRB-3407,John Richard New Banana Tree,John Richard,Accessories > Silk Trees,1020,2.00,2040,"96""H X 61""D A banana tree shown in a transitional gray cement container. This specific banana foliage is a custom design exclusive to John-Richard.

Dimensions: 96""H X 61""W X 61""D
Product Weight: 92
Package Weight: 122",JRB-3407-1,61,61,96
JRB-2139,John Richard Natural Banana Tree,John Richard,Accessories > Silk Trees,1030,2.00,2060,"105""H X 60""D This specific banana foliage is a custom design exclusive to John-Richard.

Dimensions: 105""H X 60""W X 60""D
Product Weight: 150
Package Weight: 175",JRB-2139-1,60,60,105
JRB-2772,John Richard Date Palm,John Richard,Accessories > Silk Trees,975,2.00,1950,"88""H X 55""D A large date palm with natural preserved palm fronds and natural palm tree boots in an organic stone planter. Disclaimer: Requires a controlled atmosphere to maintain natural product.

Dimensions: 88""H X 55""W X 55""D
Product Weight: 120
Package Weight: 150",JRB-2772-1,55,55,88
JRM-0939,John Richard Arcadia Mirror,John Richard,Accessories > Mirrors,720,2.00,1440,"32.25""W X 56""H X 3""D A well-proportioned modern beveled mirror in an arch shape with a brass leaf surround finished in Etruscan gold.

Dimensions: 56""H X 32.25""W X 3""D
Product Weight: 68
Package Weight: 116",JRM-0939-1,56,3,32.25
JRA-10349S2,John Richard Gold Bursts on White Marble Bookends,John Richard,Accessories > Bookends,85,2.00,170,"6.5""H X 4""W X 5.5""D (each) A pair of elegant white marble bookends with bursts of gold give a modern yet classic touch to any bookshelf.

Dimensions: 6.5""H X 4""W X 5.5""D
Product Weight: 7
Package Weight: 8.8",JRA-10349S2-1,4,5.5,6.5
JRM-0384,John Richard Omega Mirror,John Richard,Accessories > Mirrors,440,2.00,880,"35""W X 49""H X 2""D A clear center mirror is framed by smaller individual mirrors with beaded molding. It is equipped to hang vertically or horizontally.

Dimensions: 49""H X 35""W X 2""D
Package Weight: 65",JRM-0384-1,35,2,49
JRM-0383,John Richard Richland Mirror,John Richard,Accessories > Mirrors,305,2.00,610,"37""W X 49""H X 3""D A beveled center mirror is surrounded by beveled accent mirrors that are enclosed in a gold-finished frame.

Dimensions: 49""H X 37""W X 3""D
Package Weight: 55",JRM-0383-1,37,3,49
JRM-0422,John Richard Calypso Mirror,John Richard,Accessories > Mirrors,1190,2.00,2380,"43""W X 62""H X 2""D A rectangular, modern beveled mirror is surrounded by accent mirrors in a gilded silver wood frame. This mirror can hang vertically or horizontally.

Dimensions: 62""H X 43""W X 2""D
Package Weight: 185",JRM-0422-1,43,2,62
JRM-0762,John Richard Qigley Mirror,John Richard,Accessories > Mirrors,1285,2.00,2570,"38""W X 52""H X 3.5""D This broken-frame mirror is faceted with beveled-edge églomisé tiles around the modern beveled center mirror. It is equipped to hang vertically or horizontally.

Dimensions: 52""H X 38""W X 3.5""D
Package Weight: 144",JRM-0762-1,52,3.5,38
JRM-0931,John Richard Etruscan Mirror,John Richard,Accessories > Mirrors,955,2.00,1910,"40""W X 57""H X 1.5""D A fine reverse-painted border backed in antique églomisé surrounds a modern beveled mirror. The delicately painted design of urns and foliage has been lightly distressed and antiqued. The frame edge is finished in antique silver leaf. This mirror can hang vertically only.

Dimensions: 57""H X 40""W X 1.5""D
Product Weight: 86
Package Weight: 147",JRM-0931-1,40,1.5,57
JRM-0703,John Richard Gregory Mirror,John Richard,Accessories > Mirrors,945,2.00,1890,"34""W X 57""H X 1""D The plain, modern, center mirror has a tiled églomisé frame which has an etched geometric design with silvered button rosettes. It is equipped to hang vertically only.

Dimensions: 57""H X 34""W X 1""D
Package Weight: 129",JRM-0703-1,34,1,57
JRM-0687,John Richard Pier Mirror,John Richard,Accessories > Mirrors,1420,2.00,2840,"44""W X 76""H X 3""D The Pier has an églomisé mirror surrounded by a beaded frame finished in old gold and chanterelle. The head has a central carved motif with acanthus leaves flowing outwards from it.

Dimensions: 76""H X 44""W X 3""D
Package Weight: 230",JRM-0687-1,44,3,44
