sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
496075-WBA,Jonathan Charles Barcelona Sideboard,Jonathan Charles,Credenzas & Sideboards,6642,"Top features figured Spanish marble. Cabinet is constructed of walnut with a transparent, low luster finish. Doors display walnut swirl veneer in a diamond match pattern. Decorative hardware is cast in the Jonathan Charles foundry and finished in a light, champagne patina.
Materials: European Walnut Swirl veneer
Other Materials: Brass, Marble, Stainless steel
Dim. - IN86 1/2''w x 19 3/4''d x 37 7/8''h
Weight: 286.6lbs","496075-WBA-1,
496075-WBA-2,
496075-WBA-3,
496075-WBA-4,
496075-WBA-5",,,
496076-WBA,Jonathan Charles Barcelona Desk,Jonathan Charles,Desks,3277.8,"Inspired by classic Spanish forms, the top features walnut swirl in a traditional book match. Hardware is cast in our foundry and finished in a light champagne patina.
Materials: European Walnut Swirl veneer
Other Materials: Stainless steel
Dim. - IN55''w x 27 1/8''d x 30''h
Weight: 149.03lbs
","496076-WBA-1,
496076-WBA-2,
496076-WBA-3,
496076-WBA-4,
496076-WBA-5",,,
496077-WBA,Jonathan Charles Barcelona Nightstand,Jonathan Charles,Nightstands,1971,"Top features figured Spanish marble. Drawer fronts feature walnut swirl veneer with a transparent, low luster finish. Hardware is cast in our foundry and finished in a light champagne patina.
Materials: European Walnut Swirl veneer
Other Materials: Marble, Stainless steel
Dim. - IN32''w x 19 3/4''d x 28''h
Weight: 143.3lbs","496077-WBA-1,
496077-WBA-2,
496077-WBA-3,
496077-WBA-4,
496077-WBA-5",,,
496078-STC-F200,Jonathan Charles Barcelona Bench,Jonathan Charles,Seating > Benches & Ottomans,1461.6,"Inspired by traditional Spanish iron work, the base is fabricated from steel and finished in a light, champagne patina. Seat is covered in a Jonathan Charles performance fabric.
Materials: Stainless steel
Other Materials: Leather , Fabric
Dim. - IN25 1/2''w x 18''d x 19 1/4''h
Weight: 37.48lbs
","496078-STC-F200-1,
496078-STC-F200-2,
496078-STC-F200-3,
496078-STC-F200-4,
496078-STC-F200-5",,,
540059-60L-RCC,"Jonathan Charles 60"" Rectangular Spanish Rich Chestnut Hunt Table",Jonathan Charles,Tables > Occasional Tables,2845.8,"Seventeenth century decoratively carved hunt table in a rich chestnut finish with rectangular top and folding leaf on hinged, scroll legs and stretchers.
Materials: Chestnut wood
Other Materials: Brass, Chestnut veneer
Dim. - IN60''w x 19''d x 31 1/8''h
Weight: 121.25lbs
","540059-60L-RCC-1,
540059-60L-RCC-2,
540059-60L-RCC-3,
540059-60L-RCC-4",,,
540058-105L-WMC,"Jonathan Charles 105"" Warm Chestnut Library Dining Table",Jonathan Charles,Tables > Dining Tables,5302.8,"105"" Library dining table with a warm chestnut finish featuring a parquetry top with plain apron and scroll cut brackets, baluster turned legs with block feet and stretchers.
Materials: Chestnut wood
Dim. - IN105''w x 38''d x 30''h
Weight: 304.24lbs","540058-105L-WMC-1,
540058-105L-WMC-2,
540058-105L-WMC-3,
540058-105L-WMC-4,
540058-105L-WMC-5",,,
540057-CMM,Jonathan Charles Venetian English Mahogany Bookcase,Jonathan Charles,Bookcases,15620.4,"A venetian bookcase in a English mahogany finish projecting architectural cornice, over two pairs of glazed doors with three paneled pilasters, over the lower cupboard.
Materials: Acacia
Other Materials: Glass, Brass
Dim. - IN124 5/8''w x 23''d x 102 1/8''h
Weight: 1040.58lbs","540057-CMM-1,
540057-CMM-2,
540057-CMM-3,
540057-CMM-4,
540057-CMM-5",,,
540019-SAH,Jonathan Chrles Moderne High Lustre Santos Rosewood Bedside Chest,Jonathan Charles,Chests,3166.2,"Materials: Acacia
Other Materials: Santos rosewood veneer, Celtis veneer
Dim. - IN36''w x 19 1/2''d x 30''h
Weight: 136.69lbs","540019-SAH-1,
540019-SAH-2,
540019-SAH-3",,,
540018-SAH,Jonathan Charles Moderne High Lustre Santos Rosewood Chest of Eight Drawers,Jonathan Charles,Chests,3393,"Materials: Santos rosewood veneer
Other Materials: Brass, Sycamore veneer
Dim. - IN57''w x 19 1/2''d x 36''h
Weight: 66.14lbs","540018-SAH-1,
540018-SAH-2,
540018-SAH-3,
540018-SAH-4",,,
540017-USQ-SAH,Jonathan Charles Moderne High Lustre Santos Rosewood US Queen Bed,Jonathan Charles,Beds,6654.6,"Materials: Acacia
Dim. - IN64''w x 84''d x 52 3/8''h
Weight: 319.67lbs","540017-USQ-SAH-1,
540017-USQ-SAH-2,
540017-USQ-SAH-3,
540017-USQ-SAH-4",,,
540012-PJB,Jonathan Charles Biedermeier Black Cigarette Table,Jonathan Charles,Tables > Occasional Tables,1096.2,"Materials: Beech
Other Materials: Sycamore veneer
Dim. - IN16''w x 16''d x 21''h
Weight: 28.66lbs","540012-PJB-1,
540012-PJB-2,
540012-PJB-3,
540012-PJB-4,
540012-PJB-5",,,
540007-FRW-DCOM,Jonathan Charles Klismos French Walnut Dining Chair,Jonathan Charles,Seating > Dining Chairs,2381.4,"Upholstered in COM Fabric by Distributor
Materials: Acacia
Other Materials: Brass
Dim. - IN26 3/8''w x 24 3/8''d x 33 1/2''h

",540007-FRW-DCOM-1,,,
530233-CLO,Jonathan Charles Ferdinand Cabinet,Jonathan Charles,Cabinets,3299.4,"Signature of our beautiful ...Collected collection is the use of marquetry. The Ferdinand was taken from a small piece of 17th century wall panelling that I saw on a visit to Stockholm. Designed here as really useful storage cabinet that can work in just about any room.
Materials: Oak
Other Materials: Oak veneer, Brass
Dim. - IN44 7/8''w x 18 1/8''d x 33 1/2''h
Weight: 182.98lbs
","530233-CLO-1,
530233-CLO-2,
530233-CLO-3,
530233-CLO-4",,,
530225-CLO,Jonathan Charles Ferdinand Cloudy Oak Buffet with Center Doors,Jonathan Charles,Credenzas & Sideboards,7340.4,"Signature of our beautiful ...Collected collection is the use of marquetry. The Ferdinand was taken from a small piece of 17th century wall panelling that I saw on a visit to Stockholm. With its many drawers and beautiful galleried top, Ferdinand works perfectly in the modern breakfast room or the country house dining room. The drawers are finished with our signature marquetry inlaid detail and have ample capacity for most families needs.
Materials: Oak
Other Materials: Oak veneer
Dim. - IN96''w x 20 5/8''d x 34 1/4''h
Weight: 390.22lbs
","530225-CLO-1,
530225-CLO-2,
530225-CLO-3,
530225-CLO-4,
530225-CLO-5",,,
530185-SC-WSC-DCOM,Jonathan Charles Gibson English Chestnut Side Chair,Jonathan Charles,Seating > Dining Chairs,1317.6,"Upholstered in COM fabric by distributor
The Gibson chair, the original of which I found in a mid century store in Copenhagen, has been a favourite since the day I bought it. I use this arm chair at my desk and I find I can sit for hours without any discomfort. On the other hand, the Gibson can be used as a dining chair and its waisted form relieves one from looking at a sea of backs. Ask me for a design solution for a dining table with twelve chairs and this is my choice.
Materials: Chestnut wood
Other Materials: Fabric
Dim. - IN22 5/8''w x 25''d x 39''h
Weight: 77.16lbs",530185-SC-WSC-DCOM-1,,,
530168-BRO-OWH,Jonathan Charles Karinta Antique Brass Console Table with Oyster Veneer Top,Jonathan Charles,Tables > Console Tables,4030.2,"Our Karinta twisted bronze concole table is finished with the most delightful paled oyster veneer top. The combination of the light and dark together makes the piece substantial, strong but also modern. The console behind the sofa will compliment your beautiful contemporary room.
Materials: Brass
Other Materials: Oyster veneer
Dim. - IN55''w x 17''d x 33 1/2''h
Weight: 123.46lbs
","530168-BRO-OWH-1,
530168-BRO-OWH-2,
530168-BRO-OWH-3,
530168-BRO-OWH-4",,,
530130-BRN,Jonathan Charles Midmoor Beige Chest of Drawers,Jonathan Charles,Chests,4406.4,"The Midmoor chest of drawers is probably one of my most prized possessions. I love the quirky detail of the paint and the amusing way that the borders of the drawers make for an all over design. Years ago I had this piece in my bedroom, but now I find it a deeply practical place to store my silver and linens.
Materials: Acacia
Other Materials: Ofram veneer, Acacia veneer
Dim. - IN46''w x 22''d x 38''h
Weight: 202.83lbs","530130-BRN-1,
530130-BRN-2,
530130-BRN-3,
530130-BRN-4,
530130-BRN-5",,,
530121-SC-CHW,Jonathan Charles Linded Charcoal Wash Dining Side Chair,Jonathan Charles,Seating > Dining Chairs,1317.6,"A modern interpretation of a regency masterpiece, ebonized by hand and finished with exquisite care. This delightful chair is picked out in antiqued silver leaf to accent its wonderful form. Use as pairs in halls or drawing rooms and by the dozen around a large dining table.
Materials: Acacia
Other Materials: Fabric, Cane
Weight: 22.05lbs","530121-SC-CHW-1,
530121-SC-CHW-2,
530121-SC-CHW-3,
530121-SC-CHW-4",,,
500428-CAK-C005-L037,Jonathan Charles Seiche Woven Wing Wave Cali King Bed,Jonathan Charles,Beds,4883.4,"Materials: Beech
Other Materials: Leather , Stainless steel, Raffia
Dim. - IN88 1/4''w x 89 3/8''d x 66''h
Weight: NA","500428-CAK-C005-L037-1,
500428-CAK-C005-L037-2,
500428-CAK-C005-L037-3,
500428-CAK-C005-L037-4",,,
500427-BLO-C005,Jonathan Charles Seiche Woven Night Stand ,Jonathan Charles,Nightstands,2203.2,"Born from passion with incredibly crafted aesthetic details, the Seiche woven wave night chest’s captivating lines and sublime curves promise a new level of interior expression. Grasscloth wrapped around three bleached oak drawers with custom cast hardware in an eclectic mix of materials that captures a dazzling sense of organic movement and form.
Materials: Oak
Other Materials: Oak veneer, Stainless steel, Raffia
Dim. - IN36''w x 18''d x 29 5/8''h
Weight: 83.78lbs
","500427-BLO-C005-1,
500427-BLO-C005-2",,,
500426-BLO-C005,Jonathan Charles Grasscloth Dresser,Jonathan Charles,Dressers,4417.2,"Born from passion with incredibly crafted aesthetic details, the Seiche Woven Wave Double Dresser’s captivating lines and sublime curves promise a new level of interior expression. Handwoven Grasscloth wraped around six Bleached Oak drawers with custom cast hardware in an eclectic mix of materials that captures a dazzling sense of organic movement and form.
Materials:Oak
Other Materials: Oak veneer, Stainless steel, Raffia
Dim. - IN68''w x 19''d x 36''h
Weight: 194.01lbs","500426-BLO-C005-1,
500426-BLO-C005-2",,,
500407-SFM-L037,Jonathan Charles Cnoidal Cane Carved Metal Desk,Jonathan Charles ,Desks,4318.2,"Featuring a digitally carved, traditional woven cane design, the Cnoidal carved metal desk boasts mesmerizing textural layers. The carved aluminum case is paired flawlessly with a drop-in Leather top and organically textured stainless steel legs, dramatically tapered and finished in satin white brass. With an interior drawer lined in luscious Moore & Giles Hudson white smoke leather, the Cnoidal desk is a sophisticated and functional piece with notes of contemporary design and tropical aesthetics.
Materials: Aluminum
Other Materials:Oak, Oak veneer, Leather , Stainless steel
Dim. - IN60''w x 24''d x 29''h
Weight: 140.21lbs
","500407-SFM-L037-1,
500407-SFM-L037-2,
500407-SFM-L037-3,
500407-SFM-L037-4",,,
500401-DMB,Jonathan Charles Skookumchuck Madrona Burl Desk,Jonathan Charles,Desks,5524.2,"A showstopper of Jonathan Charles’ Water portfolio, the Skookumchuck desk stands apart from a world of standardized choices. Inspirational design elements lead with a mesmerizing butcher block top honed from Madrona burl finished in smoke gray. Organically textured stainless steel straight line legs finished in satin white brass offer delightful contrast while four drawers lined with supple Moore & Giles Hudson smoke leather provide interior storage. With an alluring surface and contrasting forms, Skookumchuck is sure to captivate audiences in contemporary interiors.
Materials: Madrona Burl #109
Other Materials: Oak, Oak veneer, Leather , Stainless steel
Dim. - IN73''w x 29 1/2''d x 29 1/2''h
Weight: 197.98lbs","500401-DMB-1,
500401-DMB-2,
500401-DMB-3,
500401-DMB-4,
500401-DMB-5",,,
500399-NDK-L037,Jonathan Charles Breaker Mixed Media Console,Jonathan Charles,Entertainment,6631.2,"Featuring a streamlined profile and eclectic mix of organic materials, the breaker console strikes a mesmerizing pose. Sinuous waves formed with creme leather, light wood and natural bone inlay are accentuated by delicate, glinting metal spines. Breaker’s spectacular design coupled with Jonathan Charles’ hand-crafted construction ensures quality and distinction.
Materials: Koto veneer
Other Materials: Oak, Leather , Stainless steel, Bone, Koto veneer
Dim. - IN72 1/8''w x 18 1/8''d x 36''h
Weight: NA","500399-NDK-L037-1,500399-NDK-L037-2,500399-NDK-L037-3,
500399-NDK-L037-4,
500399-NDK-L037-5",,,
500394-FWA,Jonathn Charles Cotidal Accent Nightstand / Hall Chest,Jonathan Charles,Nightstands,4318.2,"Equally suited as a nightstand or hall chest, the Cotidal accent chest imparts a classic form wrapped in Kravet performance linen with bone inlay framing the top and case front. Impeccable design standards include a decorative tassel on the top middle drawer, soft-close drawers and bone trimmed hardware. A polished glass top completes the classic vibe.
Materials: Beech
Other Materials: Fabric, Stainless steel, Beech
Dim. - IN42''w x 19 1/8''d x 32 1/4''h
Weight: 171.96lbs",500394-FWA-1,,,
500390-BLO-DPC,Jonathan Charles Clapotis Danish Cord Double Dresser,Jonathan Charles,Dressers,5524.2,"The stylish design of Jonathan Charles’ Clapotis double dresser, replete with six Danish cord-wrapped drawer fronts and bleached oak veneers adds style to the classic tone and feel of contemporary vision without shortcuts. Cast stainless steel base and vertical hardware handcast in Jonathan Charles’ foundry are finished in elegant satin white brass for a luxurious and sleek effect befitting refined and eclectic spaces.
Materials: Oak veneer
Other Materials: Oak, Oak veneer, Stainless steel, Rope
Dim. - IN76''w x 19''d x 36 1/4''h
Weight: 211.64lbs",500390-BLO-DPC-1,,,
500382-SIL-LCD,Jonathan Charles Modern Accents Writing Desk B,Jonathan Charles,Desks,2071.8,"Materials: Iron
Other Materials: Silver leaf
Dim. - IN60''w x 25''d x 30''h
Weight: 125.66lbs","500382-SIL-LCD-1,
500382-SIL-LCD-2,
500382-SIL-LCD-3,
500382-SIL-LCD-4,
500382-SIL-LCD-5",,,
500383-SIL-LCD,Jonathan Charles Modern Accents Cocktail Table B,Jonathan Charles,Tables > Cocktail Tables,1827,"Materials: Iron
Other Materials: Silver leaf
Dim. - IN50''w x 24 1/2''d x 19''h
Weight: 100.09lbs","500383-SIL-LCD-1,
500383-SIL-LCD-2,
500383-SIL-LCD-3,
500383-SIL-LCD-4,
500383-SIL-LCD-5",,,
500384-SIL-LCD,Jonathan Charles Modern Accents Writing Desk B2,Jonathan Charles,Desks,2800.8,"Materials: Iron
Other Materials: Silver leaf
Dim. - IN60''w x 25''d x 30''h
Weight: 154.76lbs","500384-SIL-LCD-1,
500384-SIL-LCD-2,
500384-SIL-LCD-3,
500384-SIL-LCD-4,
500384-SIL-LCD-5",,,
500381-SIL-LCD,Jonathan Charles Modern Accents Drink Table B,Jonathan Charles,Tables > Occasional Tables,964.8,"Materials: Iron
Dim. - IN14 1/2''w x 14 1/2''d x 18''h
Weight: 29.54lbs","500381-SIL-LCD-1,
500381-SIL-LCD-2,
500381-SIL-LCD-3,
500381-SIL-LCD-4,
500381-SIL-LCD-5",,,
500339-DFO,Jonathan Charles Geometric Dark French Oak & Gilded Console Table,Jonathan Charles,Tables > Console Tables,2424.6,"Materials: Oak veneer
Other Materials: Brass
Dim. - IN67''w x 18''d x 32''h
Weight: 114.64lbs","500339-DFO-1,
500339-DFO-2,
500339-DFO-3,
500339-DFO-4",,,
500285-DFO-DCOM,Jonathan Charles Geometric Bench,Jonathan Charles,Seating > Benches & Ottomans,2602.8,"Frame is built from hardwood with a ceruse finish. Base is fabricated from brass with an acid dipped, hand rubbed patina.
Materials: Oak veneer
Other Materials: Brass
Dim. - IN52''w x 20''d x 20''h
Weight: 79.37lbs

",500285-DFO-DCOM-1,,,
500290-84L-DFO,"Jonathan Charles Geometric 84"" Dining Table",Jonathan Charles,Seating > Benches & Ottomans,5868,"Inspired by the work of the Minimalists, this table is constructed of hardwoods with a ceruse finish. Top features oak veneer with solid brass inlays in a composition reminiscent of American visual arts circa 1965.
Materials: Oak veneer
Other Materials: Brass
Dim. - IN84''w x 44''d x 30 1/8''h
Weight: 354.94lbs","500290-84L-DFO-1,
500290-84L-DFO-2,
500290-84L-DFO-3,
500290-84L-DFO-4",,,
500290-96L-DFO,"Jonathan Charles Geometric 96"" Dining Table",Jonathan Charles,Tables > Dining Tables,5868,"Inspired by the work of the Minimalists, this table is constructed of hardwoods with a ceruse finish. Top features oak veneer with solid brass inlays in a composition reminiscent of American visual arts circa 1965.
Materials: Oak veneer
Other Materials: Brass
Dim. - IN96''w x 44''d x 30 1/8''h
Weight: 282.19lbs","500290-96L-DFO-1,
500290-96L-DFO-2,
500290-96L-DFO-3,
500290-96L-DFO-4,
500290-96L-DFO-5",,,
500295-USK-GYO,Jonathan Charles Grey Oak US King Bed,Jonathan Charles,Beds,6631.2,"Materials: Oak
Other Materials: Brass
Dim. - IN83 1/8''w x 86 5/8''d x 59 1/8''h
Weight: 286.6lbs","500295-USK-GYO-1,
500295-USK-GYO-2,
500295-USK-GYO-3,500295-USK-GYO-4",,,
500309-BEC-L035,Jonathan Charles Black Eucalyptus Bench Upholstered in Mont Blanc Midnight Leather,Jonathan Charles,Seating > Benches & Ottomans,1650.6,"Mid-century bench in black eucalyptus with upholstered seat and stainless steel detailing and caps on the feet.
Materials: Beech
Other Materials: Leather , Stainless steel, Eucalyptus Figured veneer
Dim. - IN50''w x 18 1/8''d x 19 7/8''h
Weight: 57.32lbs","500309-BEC-L035-1,
500309-BEC-L035-2,
500309-BEC-L035-3,500309-BEC-L035-4,500309-BEC-L035-5",,,
